Vereador,Tipo_de_Gasto,Nome_Da_Empresa,CNPJ,Valor,Mes/Ano
 ADILSON AMADEU,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.691,09",09/2018
 ADILSON AMADEU,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.148,45",09/2018
 ADRIANA RAMALHO,ASSINATURA DE JORNAIS E REVISTAS,S.A O ESTADO DE S. PAULO,61.533.949/0001-41,"89,90",09/2018
 ADRIANA RAMALHO,COMBUSTIVEL,POSTO JENNER LTDA,61.699.179/0001-01,"1.257,00",09/2018
 ADRIANA RAMALHO,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,VISUAL ARTE COPIADORA EIRELLI - ME,13.058.505/0001-59,"140,00",09/2018
 ADRIANA RAMALHO,CONTRATAÇAO DE PESSOA JURIDICA,LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,"65,00",09/2018
 ADRIANA RAMALHO,CONTRATAÇAO DE PESSOA JURIDICA,FERNANDO IGNACIO VIEIRA -ME,08.779.025/0001-47,"7.500,00",09/2018
 ADRIANA RAMALHO,CONTRATAÇAO DE PESSOA JURIDICA,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,09.613.772/0001-73,"250,00",09/2018
 ADRIANA RAMALHO,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,ALEXSANDRO FERREIRA AUGUSTO,29.831.210/0001-03,"4.000,00",09/2018
 ADRIANA RAMALHO,EVENTOS/SEMINARIOS,VIVAGRAF COMERCIO DE PRODUTOS PROMOCIONAIS EIRELI,25.200.006/0001-33,"260,00",09/2018
 ADRIANA RAMALHO,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"1.636,75",09/2018
 ADRIANA RAMALHO,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.148,45",09/2018
 ADRIANA RAMALHO,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,ALOC LOCAÇÃO E COMERCIO DE EQUIPAMENTOS DE INFORMÁTICA LTDA.,07.071.575/0001-44,"1.969,00",09/2018
 ADRIANA RAMALHO,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,"1.059,75",09/2018
 ADRIANA RAMALHO,PROVEDOR DE INTERNET,TELEFONICA BRASIL S/A,02.558.157/0001-62,"101,28",09/2018
 ADRIANA RAMALHO,TELEFONE MOVEL,TELEFONICA BRASIL S/A,02.558.157/0001-62,"606,91",09/2018
 ALESSANDRO GUEDES,COMBUSTIVEL,AUTO POSTO GRANERO LTDA.,05.468.615/0001-60,"1.258,47",09/2018
