Vereador,Tipo_de_Gasto,Nome_Da_Empresa,CNPJ,Valor,Mes/Ano
 ABOU ANNI,COMBUSTIVEL,POSTO DE SERVIÇOS 23 DE MAIO LTDA.,18.811.994/0001-91,"420,00",03/2017
 ABOU ANNI,COMBUSTIVEL,PROTOTIPO AUTO POSTO LTDA.,43.900.851/0001-01,"600,27",03/2017
 ABOU ANNI,COMBUSTIVEL,AUTO POSTO PIRAI LTDA.,61.990.693/0001-00,"300,00",03/2017
 ABOU ANNI,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,ARTE LU E RO GRAFICA EIRELI,18.588.528/0001-99,"980,00",03/2017
 ABOU ANNI,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"6.812,95",03/2017
 ABOU ANNI,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,"253,35",03/2017
 ABOU ANNI,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,19.367.661/0001-88,"560,00",03/2017
 ABOU ANNI,TELEFONE MOVEL,TELEFONICA BRASIL S/A,02.558.157/0001-62,"195,39",03/2017
 ADILSON AMADEU,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,EFETIVA SOLUÇÕES GRÁFICAS EIRELI - ME,07.338.188/0001-21,"8.000,00",03/2017
 ADILSON AMADEU,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,GENERICAPONTOCOM SERVIÇOS DE INTERNET LTDA,11.913.587/0001-46,"3.000,00",03/2017
 ADILSON AMADEU,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"666,37",03/2017
 ADILSON AMADEU,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.101,17",03/2017
 ADILSON AMADEU,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,"240,90",03/2017
 ADILSON AMADEU,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PAPELARIA EDUARDO PRADO LTDA ME,58.706.656/0001-04,"1.602,40",03/2017
 ADRIANA RAMALHO,ASSINATURA DE JORNAIS E REVISTAS,EMPRESA FOLHA DA MANHÃ S.A.,60.579.703/0031-63,"1.163,40",03/2017
 ADRIANA RAMALHO,ASSINATURA DE JORNAIS E REVISTAS,S.A O ESTADO DE S. PAULO,61.533.949/0001-41,"68,90",03/2017
 ADRIANA RAMALHO,COMBUSTIVEL,POSTO JENNER LTDA,61.699.179/0001-01,"1.363,00",03/2017
 ADRIANA RAMALHO,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,FERNANDO IGNACIO VIEIRA -ME,08.779.025/0001-47,"4.000,00",03/2017
 ADRIANA RAMALHO,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,"MIX GRAFICA, EDITORA E PRODUTOS PROMOCIONAIS LTDA - ME",13.505.115/0001-80,"3.600,00",03/2017
 ADRIANA RAMALHO,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,ALEXSANDRO FERREIRA AUGUSTO,15.287.788/0001-36,"4.000,00",03/2017
 ADRIANA RAMALHO,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"1.070,32",03/2017
 ADRIANA RAMALHO,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.101,17",03/2017
 ADRIANA RAMALHO,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PJRS LOCAÇÃO E COMÉRCIO DE EQUIPAMENTOS DE INFORMÁTICA LTDA,12.713.356/0001-51,"1.126,00",03/2017
 ADRIANA RAMALHO,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,"1.288,35",03/2017
 ADRIANA RAMALHO,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,MILTON DE ARAUJO GRAFICA E COPIADORA ME,13.038.410/0001-73,"176,00",03/2017
 ADRIANA RAMALHO,PROVEDOR DE INTERNET,TELEFONICA BRASIL S/A,02.558.157/0001-62,"95,70",03/2017
 ADRIANA RAMALHO,TELEFONE MOVEL,NEXTEL TELECOMUNICAÇÕES LTDA,66.970.229/0001-67,"152,67",03/2017
 ALESSANDRO GUEDES,ASSINATURA DE JORNAIS E REVISTAS,EDITORA CONFIANÇA LTDA.,04.735.670/0001-07,"499,00",03/2017
 ALESSANDRO GUEDES,ASSINATURA DE JORNAIS E REVISTAS,S.A O ESTADO DE S. PAULO,61.533.949/0001-41,"68,90",03/2017
 ALESSANDRO GUEDES,COMBUSTIVEL,AUTO POSTO GRANERO LTDA.,05.468.615/0001-60,"1.236,47",03/2017
 ALESSANDRO GUEDES,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,ART IMPRESSA GRÁFICA E EDITORA LTDA ME,08.167.229/0001-27,"650,00",03/2017
 ALESSANDRO GUEDES,CONTRATAÇAO DE PESSOA JURIDICA,SHIHARA FREIRE PEREIRA SOCIEDADE DE ADVOGADOS,26.052.128/0001-92,"7.000,00",03/2017
 ALESSANDRO GUEDES,CONTRATAÇAO DE PESSOA JURIDICA,WORK LINE SYSTEM INFORMÁTICA LTDA,67.002.329/0001-62,"940,00",03/2017
 ALESSANDRO GUEDES,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,GABRIEL WILLIAM DIAS,14.028.313/0001-62,"3.000,00",03/2017
 ALESSANDRO GUEDES,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.101,17",03/2017
