Vereador,Tipo_de_Gasto,Nome_Da_Empresa,CNPJ,Valor,Mes/Ano
 ABOU ANNI,COMBUSTIVEL,POSTO DE SERVIÇOS 23 DE MAIO LTDA.,18.811.994/0001-91,"350,00",07/2017
 ABOU ANNI,COMBUSTIVEL,AUTO POSTO PIRAI LTDA.,61.990.693/0001-00,"100,00",07/2017
 ABOU ANNI,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,ARTE LU E RO GRAFICA EIRELI,18.588.528/0001-99,"7.236,00",07/2017
 ABOU ANNI,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"34.530,36",07/2017
 ABOU ANNI,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,"219,50",07/2017
 ADILSON AMADEU,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"29.575,91",07/2017
 ADILSON AMADEU,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.101,17",07/2017
 ADRIANA RAMALHO,ASSINATURA DE JORNAIS E REVISTAS,S.A O ESTADO DE S. PAULO,61.533.949/0001-41,"68,90",07/2017
 ADRIANA RAMALHO,COMBUSTIVEL,POSTO JENNER LTDA,61.699.179/0001-01,"964,00",07/2017
 ADRIANA RAMALHO,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,09.613.772/0001-73,"60,00",07/2017
 ADRIANA RAMALHO,CONTRATAÇAO DE PESSOA JURIDICA,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,09.613.772/0001-73,"250,00",07/2017
 ADRIANA RAMALHO,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,ALEXSANDRO FERREIRA AUGUSTO,15.287.788/0001-36,"4.000,00",07/2017
