Vereador,Tipo_de_Gasto,Nome_Da_Empresa,CNPJ,Valor,Mes/Ano
 ADILSON AMADEU,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,COKTAIL GRAFICA E EDITORA LTDA EPP,96.241.906/0001-77,"8.000,00",09/2017
 ADILSON AMADEU,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,GENERICAPONTOCOM SERVIÇOS DE INTERNET LTDA,11.913.587/0001-46,"3.000,00",09/2017
 ADILSON AMADEU,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"4.358,25",09/2017
 ADILSON AMADEU,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.101,17",09/2017
 ADILSON AMADEU,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,"290,90",09/2017
 ADRIANA RAMALHO,ASSINATURA DE JORNAIS E REVISTAS,S.A O ESTADO DE S. PAULO,61.533.949/0001-41,"68,90",09/2017
 ADRIANA RAMALHO,COMBUSTIVEL,POSTO JENNER LTDA,61.699.179/0001-01,"1.228,00",09/2017
 ADRIANA RAMALHO,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,J.L.E. GRÁFICA E EDITORA LTDA - EPP,03.584.717/0001-16,"3.000,00",09/2017
 ADRIANA RAMALHO,CONTRATAÇAO DE PESSOA JURIDICA,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,09.613.772/0001-73,"250,00",09/2017
 ADRIANA RAMALHO,CONTRATAÇAO DE PESSOA JURIDICA,MURYLLO ALEX RIBEIRO CARRICO,27.365.244/0001-24,"500,00",09/2017
 ADRIANA RAMALHO,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,ALEXSANDRO FERREIRA AUGUSTO,15.287.788/0001-36,"4.000,00",09/2017
 ADRIANA RAMALHO,EVENTOS/SEMINARIOS,NACIONAL CÓPIAS S/S LTDA - EPP,07.043.632/0001-81,"54,00",09/2017
 ADRIANA RAMALHO,EVENTOS/SEMINARIOS,MURYLLO ALEX RIBEIRO CARRICO,27.365.244/0001-24,"500,00",09/2017
 ADRIANA RAMALHO,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"1.056,76",09/2017
 ADRIANA RAMALHO,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.101,17",09/2017
 ADRIANA RAMALHO,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PJRS LOCAÇÃO E COMÉRCIO DE EQUIPAMENTOS DE INFORMÁTICA LTDA,12.713.356/0001-51,"1.126,00",09/2017
 ADRIANA RAMALHO,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,"381,70",09/2017
 ADRIANA RAMALHO,PROVEDOR DE INTERNET,TELEFONICA BRASIL S/A,02.558.157/0001-62,"95,70",09/2017
 ADRIANA RAMALHO,REPROGRAFIA (XEROX/ENCADERNAÇÃO),NACIONAL CÓPIAS S/S LTDA - EPP,07.043.632/0001-81,"16,00",09/2017
 ADRIANA RAMALHO,TELEFONE MOVEL,TELEFONICA BRASIL S/A,02.558.157/0001-62,"553,66",09/2017
 ALESSANDRO GUEDES,COMBUSTIVEL,AUTO POSTO GRANERO LTDA.,05.468.615/0001-60,"1.319,16",09/2017
 ALESSANDRO GUEDES,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,GISLAINE ARAUJO DOS SANTOS,23.204.601/0001-11,"1.500,00",09/2017
 ALESSANDRO GUEDES,CONTRATAÇAO DE PESSOA JURIDICA,SHIHARA FREIRE PEREIRA SOCIEDADE DE ADVOGADOS,26.052.128/0001-92,"7.000,00",09/2017
 ALESSANDRO GUEDES,CONTRATAÇAO DE PESSOA JURIDICA,WORK LINE SYSTEM INFORMÁTICA LTDA,67.002.329/0001-62,"940,00",09/2017
 ALESSANDRO GUEDES,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,JOSE MS MOREIRA COMUNICAÇÃO ME,17.471.411/0001-68,"4.500,00",09/2017
 ALESSANDRO GUEDES,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.101,17",09/2017
 ALESSANDRO GUEDES,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,ATTBRASIL TECNOLOGIA LOCAÇÃO E SOLUÇÕES EM INFORMATICA LTDA EPP,22.392.165/0001-99,"2.090,00",09/2017
 ALESSANDRO GUEDES,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,"219,50",09/2017
 ALESSANDRO GUEDES,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,FMJ COMÉRCIO E ASSISTENCIA TÉCNICA EM COPIADORAS LTDA ME,07.915.380/0001-33,"1.200,00",09/2017
 ALESSANDRO GUEDES,TELEFONE FIXO,TELEFONICA BRASIL S/A,02.558.157/0001-62,"117,89",09/2017
 ALESSANDRO GUEDES,TELEFONE MOVEL,NEXTEL TELECOMUNICAÇÕES LTDA,66.970.229/0001-67,"249,99",09/2017
 ALFREDINHO,COMBUSTIVEL,TONINHO TRINTA AUTO POSTO LTDA,59.469.775/0001-53,"1.435,52",09/2017
 ALFREDINHO,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,FSC SERVIÇOS GRAFICOS EIRELI,19.946.296/0001-66,"4.798,06",09/2017
 ALFREDINHO,CONTRATAÇAO DE PESSOA JURIDICA,TECNEGOCIOS SOLUÇOES EM INFORMATICA LTDA- ME,11.521.613/0001-90,"330,00",09/2017
