 RODRIGO GOMES,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"13,60",01/2017
 RODRIGO GOMES,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"560,31",01/2017
 RODRIGO GOMES,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,MPL COMPANY S/C LTDA - ME,02.734.547/0001-46,"434,00",01/2017
 RODRIGO GOMES,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,NOVA VIDA PAPELARIA E COLETOR DIGITAL LTDA ME,25.321.968/0001-40,"4.517,20",01/2017
 RODRIGO GOMES,COMBUSTIVEL,POSTO ENERGIA AUTOMOTIVA LTDA,19.499.974/0001-90,"155,00",02/2017
 RODRIGO GOMES,COMBUSTIVEL,AUTO POSTO EDU LTDA,61.145.108/0001-67,"174,00",02/2017
 RODRIGO GOMES,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"85,54",02/2017
 RODRIGO GOMES,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.101,17",02/2017
 RODRIGO GOMES,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"6,12",02/2017
 RODRIGO GOMES,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,GC INFORMÁTICA LTDA - ME,01.279.820/0001-27,"4.825,00",02/2017
 RODRIGO GOMES,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,MPL COMPANY S/C LTDA - ME,02.734.547/0001-46,"434,00",02/2017
 RODRIGO GOMES,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,NOVA VIDA PAPELARIA E COLETOR DIGITAL LTDA ME,25.321.968/0001-40,"5.584,50",02/2017
 RODRIGO GOMES,COMBUSTIVEL,POSTO ENERGIA AUTOMOTIVA LTDA,19.499.974/0001-90,"430,82",03/2017
 RODRIGO GOMES,COMBUSTIVEL,AUTO POSTO EDU LTDA,61.145.108/0001-67,"708,00",03/2017
 RODRIGO GOMES,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,ECO WORLD PRODUTOS E SERVICOS CORPORATIVOS LTDA,09.520.361/0001-33,"7.800,00",03/2017
 RODRIGO GOMES,CONTRATAÇAO DE PESSOA JURIDICA,LEADS GESTAO DE SERVIÇOS DE INTERNET LTDA - ME,25.256.328/0001-02,"3.000,00",03/2017
 RODRIGO GOMES,EVENTOS/SEMINARIOS,ARTE LU E RO GRAFICA EIRELI,18.588.528/0001-99,"2.100,00",03/2017
 RODRIGO GOMES,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"169,07",03/2017
 RODRIGO GOMES,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.101,17",03/2017
 RODRIGO GOMES,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,MPL COMPANY S/C LTDA - ME,02.734.547/0001-46,"434,00",03/2017
 RODRIGO GOMES,COMBUSTIVEL,POSTO ENERGIA AUTOMOTIVA LTDA,19.499.974/0001-90,"151,00",04/2017
 RODRIGO GOMES,COMBUSTIVEL,AUTO POSTO EDU LTDA,61.145.108/0001-67,"498,63",04/2017
 RODRIGO GOMES,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,ECO WORLD PRODUTOS E SERVICOS CORPORATIVOS LTDA,09.520.361/0001-33,"7.850,00",04/2017
 RODRIGO GOMES,CONTRATAÇAO DE PESSOA JURIDICA,LEADS GESTAO DE SERVIÇOS DE INTERNET LTDA - ME,25.256.328/0001-02,"3.000,00",04/2017
 RODRIGO GOMES,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"44,70",04/2017
 RODRIGO GOMES,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"1.190,66",04/2017
 RODRIGO GOMES,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,GC INFORMÁTICA LTDA - ME,01.279.820/0001-27,"2.734,11",04/2017
 RODRIGO GOMES,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,MPL COMPANY S/C LTDA - ME,02.734.547/0001-46,"245,82",04/2017
 RODRIGO GOMES,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,NOVA VIDA PAPELARIA E COLETOR DIGITAL LTDA ME,25.321.968/0001-40,"7.908,20",04/2017
