Vereador,Tipo_de_Gasto,Nome_Da_Empresa,CNPJ,Valor,Mes/Ano
 ADILSON AMADEU,INTERMEDIADO - CORREIOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"51.546,23",04/2020
 ADILSON AMADEU,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.260,00",04/2020
 ADRIANA RAMALHO,ASSINATURA DE JORNAIS E REVISTAS,S.A O ESTADO DE S. PAULO,61.533.949/0001-41,"134,90",04/2020
 ADRIANA RAMALHO,COMBUSTIVEL,POSTO JENNER LTDA,61.699.179/0001-01,"325,00",04/2020
 ADRIANA RAMALHO,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PLENAPRINT GRAFICA E EDITORA EIRELI,14.674.740/0001-18,"3.200,00",04/2020
 ADRIANA RAMALHO,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,LUIS FELIPE TONET,33.176.303/0001-19,"7.000,00",04/2020
 ADRIANA RAMALHO,CONTRATAÇAO DE PESSOA JURIDICA,LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,"65,00",04/2020
 ADRIANA RAMALHO,CONTRATAÇAO DE PESSOA JURIDICA,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,09.613.772/0001-73,"250,00",04/2020
 ADRIANA RAMALHO,CONTRATAÇAO DE PESSOA JURIDICA,GABRIELLY RAPHAELLA RODRIGUES CABRAL,33.750.188/0001-44,"3.000,00",04/2020
 ADRIANA RAMALHO,CONTRATAÇAO DE PESSOA JURIDICA,DIEGO ROSA DE LIMA,35.873.813/0001-70,"3.500,00",04/2020
 ADRIANA RAMALHO,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.260,00",04/2020
 ADRIANA RAMALHO,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,19.367.661/0001-88,"780,00",04/2020
 ADRIANA RAMALHO,PROVEDOR DE INTERNET,TELEFONICA BRASIL S/A,02.558.157/0001-62,"114,99",04/2020
 ADRIANA RAMALHO,TELEFONE MOVEL,TELEFONICA BRASIL S/A,02.558.157/0001-62,"635,30",04/2020
 ALESSANDRO GUEDES,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,VANESSA DA SILVA OLIVEIRA 12465894862,32.219.697/0001-82,"4.000,00",04/2020
 ALESSANDRO GUEDES,CONTRATAÇAO DE PESSOA JURIDICA,JOÃO PAULO FRANCIS LEITE,30.357.551/0001-78,"4.000,00",04/2020
 ALESSANDRO GUEDES,CONTRATAÇAO DE PESSOA JURIDICA,DINA DE JESUS MACHADO 15725361870 ME,32.086.082/0001-25,"1.800,00",04/2020
 ALESSANDRO GUEDES,CONTRATAÇAO DE PESSOA JURIDICA,F T DA SILVA COMUNICAÇÃO,35.085.142/0001-83,"4.000,00",04/2020
 ALESSANDRO GUEDES,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"2.260,00",04/2020
 ALESSANDRO GUEDES,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,ATTBRASIL TECNOLOGIA LOCAÇÃO E SOLUÇÕES EM INFORMATICA LTDA EPP,22.392.165/0001-99,"2.090,00",04/2020
 ALESSANDRO GUEDES,TELEFONE FIXO,TELEFONICA BRASIL S/A,02.558.157/0001-62,"131,45",04/2020
 ALESSANDRO GUEDES,TELEFONE MOVEL,NEXTEL TELECOMUNICAÇÕES LTDA,66.970.229/0001-67,"266,26",04/2020
 ALFREDINHO,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,CRIAGRAPHY DESING E WEBDESING LTDA ME,09.001.036/0001-64,"2.000,00",04/2020
 ALFREDINHO,CONTRATAÇAO DE PESSOA JURIDICA,TECNEGOCIOS SOLUÇOES EM INFORMATICA LTDA- ME,11.521.613/0001-90,"379,00",04/2020
 ALFREDINHO,CONTRATAÇAO DE PESSOA JURIDICA,FELIPE CORREA OLIVEIRA,31.074.626/0001-76,"5.500,00",04/2020
 ALFREDINHO,INTERMEDIADO - LOCAÇÃO VEICULOS HIBRIDOS,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,"4.800,00",04/2020
